"";"MRexperience";"Age";"Gender";"Pill";"Period";"Sport";"Endurance";"Strength";"Play";"Music";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"ID";"hand";"sportAkt";"handFactor"
"1";"ja:24,nein:17";"21.32(1.795)";"w:32,m:9";"ja:16,nein:16,not female:9";"13.81(8.228)";"fuﬂball:6,fitness:3,tanzen:3,volleyball:3,joggen:2,tennis:2,ballett:1,basketball:1,bodyweight:1,fitnessstudio,surfen,yoga:1,ger‰teturnen:1,handball:1,judo:1,kampfsport:1,klettern, fuﬂball:1,klettern, laufen:1,kraftsport:1,krafttraining:1,schiedsrichter:1,schwimmen:1,schwimmen, krafttraining:1,tanz:1,tanzen, fitness:1,triathlon:1,turnen, krafttraining:1,volleyball, joggen,radfahren:1,vor einigen jahren noch regelm‰ﬂig sportakrobatik, zurzeit eher kraftsport und anderes, worauf ich lust habe. zum beispiel ganzkˆrpertraining. hit training, beachvolleybal, bouldern, frisbee.:1,yoga, fitness, volleyball:1";"2.875(1.807)";"3.288(2.985)";"3.795(3.274)";"0.8902(1.759)";"rr:31,r:6, :2,ll:2";"rr:32,r:7,ll:2";"r:19,rr:19,l:2,ll:1";"rr:30,r:9,ll:2";"rr:19,r:15,0:4,l:2,lr:1";"rr:24,r:14,ll:2,l:1";"rr:22,r:15,0:2,l:1,ll:1";"r:20,rr:11,0:4,l:3,ll:2,1:1";"rr:23,r:10,ll:4,0:2,l:1,lr:1";"rr:13,r:10,l:8,ll:8,0:2";"r:19,rr:15,0:5,ll:2";"r:13,l:12,rr:8,ll:5,0:3";"1:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,2:1,20:1,21:1,22:1,23:1,24:1,25:1,26:1,27:1,28:1,29:1,3:1,30:1,31:1,32:1,33:1,34:1,35:1,36:1,37:1,38:1,39:1,4:1,40:1,41:1,5:1,6:1,7:1,8:1,9:1";"7.537(4.208)";"9.731(5.059)";"10:16,8:10,6:4,9:4,7:3,3:2,-10:1,-8:1"
