block	model	mirror	angle	time	response	time2	diff	type
main	Modell16B	originalZ180	16	1876323.9	2	1878582.9	2259	rm_hit
main	Modell12A	mirroredY225	21	1879106.8	2	1884816.2	5709.4	rm_hit
main	Modell5B	originalY135	11	1885339.3	2	1888391.7	3052.4	rm_hit
main	Modell16A	mirroredZ45	6	1888922.1	2	1892007.7	3085.6	rm_hit
main	Modell7A	originalZ90	8	1892538.2	1	1894778.5	2240.3	rm_hit
main	Modell16A	mirroredY180	17	1895304.5	2	1898506.7	3202.2	rm_hit
main	Modell13A	originalY315	27	1899037.2	1	1900808.9	1771.7	rm_hit
main	Modell3A	mirroredZ225	22	1901336.9	2	1903640.5	2303.6	rm_hit
main	Modell1B	originalY225	19	1904169.8	2	1908132.2	3962.4	rm_hit
main	Modell10A	mirroredY180	17	1908652.5	2	1911340.6	2688.1	rm_hit
main	Modell13A	originalY180	15	1911868.7	1	1914681.5	2812.8	rm_hit
main	Modell3A	mirroredZ45	6	1915201.5	2	1917798	2596.5	rm_hit
main	Modell8B	originalZ225	20	1918334.4	2	1922759.3	4424.9	rm_hit
main	Modell6B	mirroredY0	2	1923283.7	1	1924265.6	981.9	rm_hit
main	Modell2B	originalY135	11	1924800.1	2	1927484.1	2684	rm_hit
main	Modell16A	originalY45	3	1928016.3	1	1930278.7	2262.4	rm_hit
main	Modell2A	mirroredY270	25	1930799.2	2	1934165.8	3366.6	rm_hit
main	Modell14B	originalZ45	4	1934698.7	2	1935917.7	1219	rm_hit
main	Modell5A	mirroredZ225	22	1936448.4	2	1938922.6	2474.2	rm_hit
main	Modell14B	originalY270	23	1939448	2	1941224.5	1776.5	rm_hit
main	Modell13A	originalZ90	8	1941747.6	1	1943913.6	2166	rm_hit
main	Modell3A	originalY135	11	1944447.2	1	1948456.3	4009.1	rm_hit
main	Modell9B	mirroredZ315	30	1948979.9	1	1951114.4	2134.5	rm_hit
main	Modell11B	originalZ90	8	1951646.2	2	1954098.7	2452.5	rm_hit
main	Modell3B	originalY0	1	1954629.1	2	1956431.1	1802	rm_hit
main	Modell7B	originalY45	3	1956962	2	1959150.9	2188.9	rm_hit
main	Modell2B	mirroredZ225	22	1959678.3	1	1964172.5	4494.2	rm_hit
main	Modell3A	originalZ90	8	1964694.2	1	1967237.6	2543.4	rm_hit
main	Modell2A	mirroredY315	29	1967760.5	2	1969600.4	1839.9	rm_hit
main	Modell1B	mirroredY315	29	1970126.8	1	1972273	2146.2	rm_hit
main	Modell3A	mirroredY135	13	1972793.1	2	1975375.1	2582	rm_hit
main	Modell14B	mirroredY0	2	1975909.3	1	1977351	1441.7	rm_hit
main	Modell6B	mirroredY180	17	1977875.6	1	1981822.8	3947.2	rm_hit
main	Modell9B	mirroredZ90	10	1982358.3	1	1984613.8	2255.5	rm_hit
main	Modell3A	originalZ135	12	1985141.2	1	1987608.6	2467.4	rm_hit
main	Modell4B	originalZ90	8	1988140.8	2	1989717.2	1576.4	rm_hit
main	Modell1A	originalY270	23	1990240.5	1	1992294.4	2053.9	rm_hit
main	Modell11B	originalZ180	16	1992823.4	2	1995217.7	2394.3	rm_hit
main	Modell3B	mirroredY0	2	1995739.7	1	1996674.2	934.5	rm_hit
main	Modell15A	mirroredY225	21	1997206.1	2	1999322.6	2116.5	rm_hit
main	Modell12B	mirroredY90	9	1999855.7	1	2002510.5	2654.8	rm_hit
main	Modell15A	mirroredZ135	14	2003038.6	2	2004894	1855.4	rm_hit
main	Modell11A	originalY135	11	2005421.6	1	2010801.6	5380	rm_hit
main	Modell16B	mirroredZ180	18	2011337.4	1	2013959.6	2622.2	rm_hit
main	Modell16B	originalY315	27	2014486.9	2	2015894.9	1408	rm_hit
main	Modell3A	mirroredZ315	30	2016420	2	2017809.8	1389.8	rm_hit
main	Modell11A	mirroredZ90	10	2018336.3	2	2020427.4	2091.1	rm_hit
main	Modell7A	originalY90	7	2020952.6	1	2022495.3	1542.7	rm_hit
main	Modell4B	originalY90	7	2023019	2	2024604.7	1585.7	rm_hit
main	Modell1B	mirroredY225	21	2025135.3	1	2026987.2	1851.9	rm_hit
main	Modell5B	originalY0	1	2027518.3	2	2029065.2	1546.9	rm_hit
main	Modell13A	mirroredY135	13	2029601.4	2	2032284.4	2683	rm_hit
main	Modell9B	mirroredZ135	14	2032817.6	1	2035350.4	2532.8	rm_hit
main	Modell8B	originalY135	11	2035883.8	2	2038956	3072.2	rm_hit
main	Modell6B	originalZ225	20	2039483.2	2	2042205.4	2722.2	rm_hit
main	Modell7A	mirroredY270	25	2042732.8	2	2045077.7	2344.9	rm_hit
main	Modell10B	mirroredZ315	30	2045599	1	2046615.7	1016.7	rm_hit
main	Modell5B	originalZ90	8	2047148.8	2	2048602.1	1453.3	rm_hit
main	Modell15B	originalY0	1	2049131.8	2	2050160.7	1028.9	rm_hit
main	Modell15A	mirroredY270	25	2050681.6	2	2054051.9	3370.3	rm_hit
main	Modell12B	originalZ315	28	2054581	2	2056119.8	1538.8	rm_hit
main	Modell7B	originalZ315	28	2056647.4	2	2058747.9	2100.5	rm_hit
main	Modell2B	originalY45	3	2059280.3	2	2061447.6	2167.3	rm_hit
main	Modell5A	originalY90	7	2061979.9	1	2064014.6	2034.7	rm_hit
main	Modell16B	originalY90	7	2064546.2	2	2066805.4	2259.2	rm_hit
main	Modell14A	originalY45	3	2067329.1	1	2068974.8	1645.7	rm_hit
main	Modell2B	originalZ180	16	2069495.5	2	2072063.8	2568.3	rm_hit
main	Modell11A	originalZ270	24	2072595	1	2077061.6	4466.6	rm_hit
main	Modell7B	mirroredY180	17	2077594.3	2	2080218.9	2624.6	rm_incorrect
main	Modell6B	mirroredY315	29	2080743.8	1	2082470	1726.2	rm_hit
main	Modell6A	originalY270	23	2082993.5	1	2084792.1	1798.6	rm_hit
main	Modell5A	mirroredY315	29	2085326.5	2	2086686.6	1360.1	rm_hit
main	Modell13B	originalY0	1	2087209.6	2	2088988.5	1778.9	rm_hit
main	Modell2A	originalZ45	4	2089509.2	1	2091718.2	2209	rm_hit
main	Modell15B	originalZ45	4	2092242.1	2	2093958.6	1716.5	rm_hit
main	Modell10B	originalZ315	28	2094491.8	2	2095853	1361.2	rm_hit
main	Modell1B	mirroredZ180	18	2096374.9	1	2102758.2	6383.3	rm_hit
main	Modell2B	mirroredZ315	30	2103290.5	1	2105029.4	1738.9	rm_hit
main	Modell6B	mirroredY225	21	2105556.8	1	2108858.8	3302	rm_hit
main	Modell9A	originalY45	3	2109389.6	1	2111934.7	2545.1	rm_hit
main	Modell9A	originalY225	19	2112455.8	1	2114481	2025.2	rm_hit
main	Modell11A	mirroredZ180	18	2115005.5	2	2118371.3	3365.8	rm_hit
main	Modell3B	originalZ180	16	2118904.9	2	2121131.5	2226.6	rm_hit
main	Modell10B	originalY180	15	2121654.5	2	2124675.9	3021.4	rm_hit
main	Modell4A	originalY0	1	2125204	1	2127191.6	1987.6	rm_hit
main	Modell14B	originalZ225	20	2127720.3	2	2131520.2	3799.9	rm_hit
main	Modell5B	originalY180	15	2132053	2	2134106.9	2053.9	rm_hit
main	Modell11A	originalY225	19	2134635.9	1	2137824.2	3188.3	rm_hit
main	Modell6B	originalY315	27	2138352	2	2139585.9	1233.9	rm_hit
main	Modell15A	originalZ270	24	2140118.4	1	2143618.7	3500.3	rm_hit
main	Modell6A	originalY90	7	2144151.2	1	2146989.6	2838.4	rm_hit
main	Modell9B	mirroredY225	21	2147517.3	1	2149678.2	2160.9	rm_hit
main	Modell14B	mirroredZ180	18	2150200.3	1	2152753.8	2553.5	rm_hit
main	Modell4B	mirroredZ270	26	2153283.2	1	2155045.1	1761.9	rm_hit
main	Modell14B	mirroredY180	17	2155566.2	1	2158304.3	2738.1	rm_hit
main	Modell5A	originalZ135	12	2158832.3	1	2161746.6	2914.3	rm_hit
main	Modell14B	mirroredY90	9	2162281.8	1	2164852.9	2571.1	rm_hit
main	Modell14A	originalZ180	16	2165381.4	1	2168101.2	2719.8	rm_hit
main	Modell4A	mirroredY45	5	2168630.9	2	2170006.6	1375.7	rm_hit
main	Modell8B	mirroredY180	17	2170530.6	1	2173804.9	3274.3	rm_hit
main	Modell12B	originalY0	1	2174330.1	2	2176351.4	2021.3	rm_hit
main	Modell4B	mirroredY135	13	2176879.7	1	2178907.4	2027.7	rm_hit
main	Modell1B	originalY90	7	2179429.3	2	2182360.2	2930.9	rm_hit
main	Modell14A	mirroredZ225	22	2182895.5	2	2184886.4	1990.9	rm_hit
main	Modell10B	originalY90	7	2185411.8	2	2187361.4	1949.6	rm_hit
main	Modell6A	mirroredZ135	14	2187894.7	2	2190976.7	3082	rm_hit
main	Modell3A	originalY180	15	2191510.9	1	2193634.8	2123.9	rm_hit
main	Modell6B	originalZ180	16	2194160.5	2	2195773.4	1612.9	rm_hit
main	Modell12B	mirroredY315	29	2196293.5	1	2198472.1	2178.6	rm_hit
main	Modell7A	mirroredY45	5	2198993.1	2	2200386.6	1393.5	rm_hit
main	Modell14A	originalY315	27	2200909.5	1	2202077	1167.5	rm_hit
main	Modell5A	mirroredZ135	14	2202609.2	2	2204123.8	1514.6	rm_hit
main	Modell12B	originalY180	15	2204658.9	2	2208798.5	4139.6	rm_hit
main	Modell10B	originalY45	3	2209324.9	2	2211446.6	2121.7	rm_hit
main	Modell8A	originalY90	7	2211974.5	1	2214970.4	2995.9	rm_hit
main	Modell16B	mirroredY315	29	2215490.7	1	2217048.3	1557.6	rm_hit
main	Modell13B	originalY90	7	2217573.7	2	2220857.4	3283.7	rm_hit
main	Modell16B	originalZ135	12	2221389.8	2	2223637.7	2247.9	rm_hit
main	Modell10A	mirroredY270	25	2224172.7	2	2225807.3	1634.6	rm_hit
main	Modell6A	originalZ90	8	2226339.1	1	2227803.7	1464.6	rm_hit
main	Modell5B	mirroredZ90	10	2228338.8	1	2230594.5	2255.7	rm_hit
main	Modell4B	originalZ225	20	2231121.7	2	2235045.3	3923.6	rm_hit
main	Modell11B	mirroredY90	9	2235571.1	1	2239567.1	3996	rm_hit
main	Modell11B	mirroredZ315	30	2240103.7	1	2242194.6	2090.9	rm_hit
main	Modell12A	mirroredY180	17	2242720	2	2251289.6	8569.6	rm_hit
main	Modell3A	mirroredY45	5	2251818.7	2	2255241.6	3422.9	rm_hit
main	Modell7A	mirroredZ135	14	2255768.1	2	2257828.6	2060.5	rm_hit
main	Modell5B	mirroredY225	21	2258351	1	2260303.8	1952.8	rm_hit
main	Modell2B	originalY180	15	2260834	2	2264683.2	3849.2	rm_hit
main	Modell2B	mirroredY225	21	2265216.7	1	2268237.7	3021	rm_hit
main	Modell9A	mirroredZ225	22	2268766.2	2	2271273.4	2507.2	rm_hit
main	Modell13A	originalY135	11	2271799.1	1	2274500.5	2701.4	rm_hit
main	Modell12A	originalZ135	12	2275031.9	1	2278899.5	3867.6	rm_hit
main	Modell12B	originalY315	27	2279431.3	2	2281537	2105.7	rm_hit
main	Modell2B	mirroredZ135	14	2282064.2	1	2285447.6	3383.4	rm_hit
main	Modell12A	originalZ270	24	2285980.3	1	2287728.8	1748.5	rm_hit
main	Modell9A	originalZ135	12	2288263.3	1	2291863.3	3600	rm_hit
main	Modell8B	mirroredZ135	14	2292396	1	2296333.8	3937.8	rm_hit
main	Modell6B	mirroredY90	9	2296862	1	2298615.3	1753.3	rm_hit
main	Modell6B	originalZ180	16	2299145	2	2301486.6	2341.6	rm_hit
main	Modell4B	mirroredZ90	10	2302011.3	1	2304073.2	2061.9	rm_hit
main	Modell8A	originalZ135	12	2304594.2	1	2307942.6	3348.4	rm_hit
main	Modell4B	mirroredY90	9	2308477	1	2310447.8	1970.8	rm_hit
main	Modell8A	originalY0	1	2310976.6	1	2312494.8	1518.2	rm_hit
main	Modell13A	originalZ45	4	2313026.3	1	2314073.4	1047.1	rm_hit
main	Modell12B	originalY270	23	2314592.8	2	2317047.2	2454.4	rm_hit
main	Modell5B	mirroredY90	9	2317575.7	1	2319623.9	2048.2	rm_hit
main	Modell9B	originalY225	19	2320158.6	2	2323463.4	3304.8	rm_hit
main	Modell13A	originalY135	11	2323991.4	1	2326488.1	2496.7	rm_hit
main	Modell1B	mirroredY225	21	2327024.3	1	2329625	2600.7	rm_hit
main	Modell14B	mirroredZ180	18	2330157.1	1	2332497.9	2340.8	rm_hit
main	Modell5B	mirroredY0	2	2333023.4	1	2333912.3	888.9	rm_hit
main	Modell13B	mirroredZ270	26	2334439.8	1	2335664	1224.2	rm_hit
main	Modell4B	originalY180	15	2336189.6	2	2338708.8	2519.2	rm_hit
main	Modell1A	mirroredY45	5	2339239.1	2	2341061.3	1822.2	rm_hit
main	Modell10B	mirroredY270	25	2341588.8	1	2347334.9	5746.1	rm_hit
main	Modell14B	originalY45	3	2347871.2	2	2349178.5	1307.3	rm_hit
main	Modell4A	mirroredZ135	14	2349704.3	2	2351571.7	1867.4	rm_hit
main	Modell8B	originalZ225	20	2352103.9	2	2354780	2676.1	rm_hit
main	Modell2B	originalY0	1	2355303.4	2	2356633.7	1330.3	rm_hit
main	Modell10B	originalY90	7	2357169.8	2	2359434.6	2264.8	rm_hit
main	Modell3A	originalY225	19	2359969.4	1	2363905.7	3936.3	rm_hit
main	Modell16B	originalZ225	20	2364435.4	2	2366889.9	2454.5	rm_hit
main	Modell2B	originalY135	11	2367418.3	1	2370047.3	2629	rm_incorrect
main	Modell10A	mirroredY135	13	2370567.9	2	2373713.7	3145.8	rm_hit
main	Modell14B	originalZ45	4	2374234	2	2375475.7	1241.7	rm_hit
main	Modell10B	originalY135	11	2376000.4	2	2378184.6	2184.2	rm_hit
main	Modell2A	mirroredY180	17	2378716.7	2	2381128.5	2411.8	rm_hit
main	Modell16B	mirroredZ270	26	2381649.6	1	2383114	1464.4	rm_hit
main	Modell11A	originalY225	19	2383649.3	1	2387513.3	3864	rm_hit
main	Modell11B	originalZ315	28	2388048.6	2	2390090.2	2041.6	rm_hit
main	Modell14B	originalZ45	4	2390614.9	2	2392127.6	1512.7	rm_hit
main	Modell12B	originalY45	3	2392647.9	2	2395621.1	2973.2	rm_hit
main	Modell9B	originalZ225	20	2396147.4	2	2397963.5	1816.1	rm_hit
main	Modell10B	originalY0	1	2398497.1	2	2399613.4	1116.3	rm_hit
main	Modell8A	originalY270	23	2400146.8	1	2401996.7	1849.9	rm_hit
main	Modell14B	originalY90	7	2402529.8	2	2404339.1	1809.3	rm_hit
main	Modell14B	originalZ225	20	2404862.8	2	2406936.1	2073.3	rm_hit
main	Modell2A	originalZ315	28	2407462.4	1	2409064.8	1602.4	rm_hit
main	Modell16A	originalZ90	8	2409595.5	1	2412038.8	2443.3	rm_hit
main	Modell9B	originalZ270	24	2412561.7	2	2414585.2	2023.5	rm_hit
main	Modell10A	originalY180	15	2415111.3	1	2416835.9	1724.6	rm_hit
main	Modell14A	originalZ225	20	2417361	1	2419341.4	1980.4	rm_hit
main	Modell5A	mirroredZ180	18	2419877.3	2	2422733	2855.7	rm_hit
main	Modell13A	mirroredY315	29	2423260.1	2	2425625.4	2365.3	rm_hit
main	Modell14A	mirroredZ270	26	2426159.7	2	2428324.6	2164.9	rm_hit
main	Modell1B	originalY270	23	2428859.3	2	2432551.4	3692.1	rm_hit
main	Modell3A	originalY135	11	2433075.3	1	2434965.3	1890	rm_hit
main	Modell3B	mirroredY180	17	2435491.6	1	2437715.4	2223.8	rm_hit
main	Modell6B	originalY225	19	2438241.2	2	2440057.9	1816.7	rm_hit
main	Modell8A	mirroredY90	9	2440590.9	2	2446455.1	5864.2	rm_hit
main	Modell9B	mirroredZ45	6	2446990	2	2449041.2	2051.2	rm_incorrect
main	Modell6A	originalY180	15	2449572.9	1	2452066.4	2493.5	rm_hit
main	Modell11A	originalY180	15	2452589.1	1	2455325.7	2736.6	rm_hit
main	Modell2A	mirroredY315	29	2455855.3	2	2457810.8	1955.5	rm_hit
main	Modell12B	originalY45	3	2458338.3	2	2459776.7	1438.4	rm_hit
main	Modell7B	originalZ180	16	2460304.7	2	2462221	1916.3	rm_hit
main	Modell13B	mirroredY225	21	2462754.3	1	2464278.5	1524.2	rm_hit
main	Modell8A	mirroredZ270	26	2464804	2	2466488.8	1684.8	rm_hit
main	Modell9B	originalZ45	4	2467020.3	2	2468526	1505.7	rm_hit
main	Modell15A	mirroredY135	13	2469053.4	2	2470827.9	1774.5	rm_hit
main	Modell1A	originalZ45	4	2471353	1	2472793.6	1440.6	rm_hit
main	Modell2A	originalZ45	4	2473319.4	1	2474769	1449.6	rm_hit
main	Modell3B	originalY270	23	2475302.5	2	2476765.2	1462.7	rm_hit
main	Modell2B	mirroredY90	9	2477285.5	1	2479830.9	2545.4	rm_hit
main	Modell16B	originalZ45	4	2480351.7	2	2481603	1251.3	rm_hit
main	Modell8A	mirroredZ90	10	2482134.8	2	2484719.3	2584.5	rm_hit
main	Modell1A	originalY45	3	2485251	1	2486654.1	1403.1	rm_hit
main	Modell13A	mirroredY225	21	2487184	2	2488711.6	1527.6	rm_hit
main	Modell13A	mirroredY0	2	2489233.8	2	2490626	1392.2	rm_hit
main	Modell11A	originalY45	3	2491150.1	1	2493040	1889.9	rm_hit
main	Modell15B	originalZ45	4	2493566.4	2	2494944.7	1378.3	rm_hit
main	Modell6B	originalY315	27	2495466.2	2	2496981.3	1515.1	rm_hit
main	Modell11A	originalZ180	16	2497515.9	1	2501961.4	4445.5	rm_hit
main	Modell12B	originalZ180	16	2502498.5	2	2505332	2833.5	rm_hit
main	Modell10A	mirroredZ225	22	2505864.6	2	2508590.1	2725.5	rm_hit
main	Modell2A	mirroredY0	2	2509114.1	2	2510178.7	1064.6	rm_hit

